PAY,CNT,PAY_DATE
"25800,16818",21946,05.07.2016
"26323,68355",22156,06.07.2016
"25387,46257",21626,07.07.2016
"25076,45756",22214,08.07.2016
"19073,64873",16945,09.07.2016
"6375,776025",6161,10.07.2016
"24227,30767",21611,11.07.2016
"20920,97675",18653,12.07.2016
"25667,70886",26716,13.07.2016
"42117,6744",55162,14.07.2016
"50127,98331",70375,15.07.2016
"48034,07405",70064,16.07.2016
"12885,14386",17276,17.07.2016
"68256,90379",102126,18.07.2016
"65878,2076",95162,19.07.2016
"65331,39886",92927,20.07.2016
"70426,04909",98956,21.07.2016
"66507,96772",92128,22.07.2016
"47839,0232",67674,23.07.2016
"13044,92789",18123,24.07.2016
"68382,92971",95345,25.07.2016
"56312,3413",73403,26.07.2016
"45044,66868",57020,27.07.2016
"50517,57994",63818,28.07.2016
"49194,27193",61504,29.07.2016
"37595,62068",47288,30.07.2016
"13067,89877",15888,31.07.2016
"38875,64552",39712,01.08.2016
"32905,95045",31960,02.08.2016
"27425,07864",25422,03.08.2016
"22972,52804",21393,04.08.2016
"21830,18289",20846,05.08.2016
"15131,01866",13982,06.08.2016
"5643,766038",5401,07.08.2016
"26287,26079",24355,08.08.2016
"22757,72109",21026,09.08.2016
"24117,27723",22920,10.08.2016
"23267,78693",21276,11.08.2016
"29620,71277",32033,12.08.2016
"27928,85542",34236,13.08.2016
"10605,78396",12396,14.08.2016
"59280,29968",80538,15.08.2016
"61697,99694",83821,16.08.2016
"68576,91925",95294,17.08.2016
"66371,85231",93440,18.08.2016
"61911,49504",86857,19.08.2016
"46149,60864",64389,20.08.2016
"11790,7992",15549,21.08.2016
"68580,6929",96878,22.08.2016
"57705,98945",79216,23.08.2016
"68068,49996",92496,24.08.2016
"60025,59518",79556,25.08.2016
"48920,79905",61663,26.08.2016
"34270,28966",44044,27.08.2016
"11471,80591",14433,28.08.2016
"49203,62954",61667,29.08.2016
"60240,35301",73242,30.08.2016
"58357,98103",67720,31.08.2016
"33100,6191",30638,01.09.2016
"28058,93754",24916,02.09.2016
"19011,30061",18097,03.09.2016
"7066,786582",6501,04.09.2016
"31330,54813",27837,05.09.2016
"26740,24391",23391,06.09.2016
"23890,09793",20164,07.09.2016
"22953,35563",19339,08.09.2016
"24050,78121",21345,09.09.2016
"18534,15379",17230,10.09.2016
"6338,087601",5807,11.09.2016
"26043,35036",24439,12.09.2016
"26283,1229",26577,13.09.2016
"30765,64466",35094,14.09.2016
"47681,11389",59634,15.09.2016
"58846,78124",76902,16.09.2016
"49479,17572",65976,17.09.2016
"15513,67727",18931,18.09.2016
"78082,59743",108739,19.09.2016
"80068,28376",107379,20.09.2016
"73703,91461",97812,21.09.2016
"74799,57628",98158,22.09.2016
"67334,28038",88309,23.09.2016
"58496,83037",76722,24.09.2016
"18621,1537",23632,25.09.2016
"70102,10098",89008,26.09.2016
"59853,49079",73858,27.09.2016
"56336,64192",67685,28.09.2016
"57016,68598",67477,29.09.2016
"63047,75229",71333,30.09.2016
"29528,08279",28648,01.10.2016
"10486,48967",10138,02.10.2016
"36585,49049",33226,03.10.2016
"29072,10688",25398,04.10.2016
"29318,8987",24467,05.10.2016
"26350,48418",21381,06.10.2016
"24642,60437",20243,07.10.2016
"17882,09853",16063,08.10.2016
"7537,661926",6728,09.10.2016
"29760,32151",25028,10.10.2016
"26725,61668",21655,11.10.2016
"26462,88175",22295,12.10.2016
"25833,09331",23895,13.10.2016
"34422,78808",37245,14.10.2016
"39012,22719",45805,15.10.2016
"16218,03605",17772,16.10.2016
"75301,8379",94502,17.10.2016
"82545,54241",102857,18.10.2016
"86362,73749",108122,19.10.2016
"83554,90613",101634,20.10.2016
"81847,35702",100101,21.10.2016
"64489,49844",78232,22.10.2016
"19360,3394",22353,23.10.2016
"88506,69733",108439,24.10.2016
"77555,71447",88719,25.10.2016
"66311,71534",73692,26.10.2016
"60016,58291",65955,27.10.2016
"53985,07328",59220,28.10.2016
"52191,68915",57851,29.10.2016
"17174,85069",18516,30.10.2016
"71678,39466",74881,31.10.2016
"39454,19712",33413,01.11.2016
"31577,88708",25281,02.11.2016
"27914,23716",22374,03.11.2016
"7630,280716",5882,04.11.2016
"15022,49407",12381,05.11.2016
"7366,219284",5852,06.11.2016
"31602,1396",23493,07.11.2016
"25059,08385",19345,08.11.2016
"28760,10573",22466,09.11.2016
"26718,74294",20885,10.11.2016
"28078,02429",21951,11.11.2016
"23418,98537",19432,12.11.2016
"8837,550902",7307,13.11.2016
"31398,70774",26225,14.11.2016
"36341,60672",34089,15.11.2016
"49099,05188",50546,16.11.2016
"70103,29819",80115,17.11.2016
"83293,08952",98449,18.11.2016
"79020,87581",92306,19.11.2016
"30982,62127",33378,20.11.2016
"103954,5945",123916,21.11.2016
"98911,08909",115939,22.11.2016
"94716,45336",108599,23.11.2016
"82244,77075",93692,24.11.2016
"81981,13218",90577,25.11.2016
"63069,64024",69019,26.11.2016
"19754,45953",20647,27.11.2016
"87922,50352",93641,28.11.2016
"83900,47635",87196,29.11.2016
"85033,20383",83972,30.11.2016
"42714,25746",34069,01.12.2016
"35278,87062",27371,02.12.2016
"26304,68676",21155,03.12.2016
"10413,94444",8141,04.12.2016
"32589,61475",24222,05.12.2016
"33714,12621",23919,06.12.2016
"31155,17427",21597,07.12.2016
"29540,30835",22181,08.12.2016
"32934,54671",26062,09.12.2016
"29379,49819",24666,10.12.2016
"10598,24152",8629,11.12.2016
"37681,1759",31028,12.12.2016
"38110,43309",33969,13.12.2016
"44729,25241",41293,14.12.2016
"66583,99821",65307,15.12.2016
"77834,57285",82280,16.12.2016
"72709,98369",79417,17.12.2016
"30394,03129",31223,18.12.2016
"108626,3578",119708,19.12.2016
"105927,151",113256,20.12.2016
"104284,0697",108746,21.12.2016
"98309,93115",103293,22.12.2016
"97272,75536",100339,23.12.2016
"84072,88301",87139,24.12.2016
"30654,26457",31155,25.12.2016
"98300,76324",95791,26.12.2016
"85119,79095",80252,27.12.2016
"80297,30003",74170,28.12.2016
"80796,28375",72637,29.12.2016
"82518,88664",70880,30.12.2016
"19836,03683",17270,31.12.2016
"4040,710048",3357,01.01.2017
"5628,923032",4607,02.01.2017
"5362,074883",4429,03.01.2017
"6549,839238",5688,04.01.2017
"6766,125275",5989,05.01.2017
"5473,156916",4467,06.01.2017
"4278,179488",3388,07.01.2017
"6425,617178",5246,08.01.2017
"45046,72093",34807,09.01.2017
"35391,57562",26736,10.01.2017
"28990,09016",21793,11.01.2017
"30141,93482",24175,12.01.2017
"36075,13981",32890,13.01.2017
"36013,36096",36253,14.01.2017
"16939,6373",16570,15.01.2017
"75392,19046",83049,16.01.2017
"89525,2664",100475,17.01.2017
"91169,09081",102456,18.01.2017
"86352,04266",96137,19.01.2017
"97156,75002",108183,20.01.2017
"78851,63204",87687,21.01.2017
"25885,84182",26710,22.01.2017
"106117,6701",116149,23.01.2017
"98938,59483",105630,24.01.2017
"79996,15789",83123,25.01.2017
"76204,63152",75878,26.01.2017
"70815,59329",70085,27.01.2017
"55692,67398",56899,28.01.2017
"17582,43461",17393,29.01.2017
"79734,0875",77322,30.01.2017
"80811,80063",73571,31.01.2017
"39676,83306",30667,01.02.2017
"32649,10784",24212,02.02.2017
"29791,81863",20754,03.02.2017
"22595,72924",17726,04.02.2017
"12668,9063",10601,05.02.2017
"29577,9973",21383,06.02.2017
"24029,03761",16623,07.02.2017
"26438,24662",18848,08.02.2017
"25814,60688",18371,09.02.2017
"27160,87169",20622,10.02.2017
"23308,75705",18172,11.02.2017
"9734,249556",7470,12.02.2017
"32001,11533",25725,13.02.2017
"35063,47605",30973,14.02.2017
"49064,56067",47436,15.02.2017
"69684,91213",73017,16.02.2017
"88497,85047",96762,17.02.2017
"74242,46625",81925,18.02.2017
"27497,33873",28017,19.02.2017
"110396,2222",122837,20.02.2017
"110900,421",120170,21.02.2017
"115978,8917",123492,22.02.2017
"21174,82493",20959,23.02.2017
"57031,4971",62474,24.02.2017
"50549,96941",54688,25.02.2017
"27227,01969",27249,26.02.2017
"139454,336",142483,27.02.2017
"145007,7636",138743,28.02.2017
"72724,71225",63389,01.03.2017
"59224,01286",49126,02.03.2017
"45081,3198",36149,03.03.2017
"35663,45941",30684,04.03.2017
"12885,28042",11495,05.03.2017
"40489,30459",31649,06.03.2017
"29574,83153",22918,07.03.2017
"7612,654985",6181,08.03.2017
"30029,51677",23706,09.03.2017
"37000,62416",29142,10.03.2017
"29560,40906",25162,11.03.2017
"11020,70762",9133,12.03.2017
"37116,93944",32030,13.03.2017
"44039,68567",42746,14.03.2017
"67244,58358",71728,15.03.2017
"84414,91601",94381,16.03.2017
"83512,53916",94928,17.03.2017
"73865,63231",85289,18.03.2017
"25890,54502",27966,19.03.2017
"119390,7757",138510,20.03.2017
"101732,1663",113657,21.03.2017
"92595,43802",102852,22.03.2017
"77430,49723",85846,23.03.2017
"79899,33189",88768,24.03.2017
"59404,42088",65488,25.03.2017
"15294,51859",15806,26.03.2017
"73354,37269",78811,27.03.2017
"63002,83925",66277,28.03.2017
"57319,68772",59018,29.03.2017
"59547,52256",59692,30.03.2017
"61063,06114",58334,31.03.2017
"29224,3373",25456,01.04.2017
"10716,81158",8342,02.04.2017
"32353,94871",24491,03.04.2017
"29651,48137",22743,04.04.2017
"31123,37102",24427,05.04.2017
"29362,27218",22392,06.04.2017
"26390,03854",19896,07.04.2017
"20291,26625",16478,08.04.2017
"10109,31155",8835,09.04.2017
"36385,64719",29934,10.04.2017
"32550,14175",26878,11.04.2017
"34088,33294",31754,12.04.2017
"31634,16614",31006,13.04.2017
"38360,08178",39466,14.04.2017
"30660,05323",31519,15.04.2017
"11287,36495",10842,16.04.2017
"58534,17134",65864,17.04.2017
"74442,47367",88626,18.04.2017
"91805,2152",111626,19.04.2017
"102579,0629",125277,20.04.2017
"94583,74569",113700,21.04.2017
"72591,75135",87350,22.04.2017
"25707,76447",28799,23.04.2017
"109802,3941",131639,24.04.2017
"91281,6141",103313,25.04.2017
"77541,78641",84186,26.04.2017
"76983,63256",81069,27.04.2017
"83049,05768",86142,28.04.2017
"56063,99551",57150,29.04.2017
"22772,93938",22820,30.04.2017
"12192,27509",9677,01.05.2017
"51040,78378",43676,02.05.2017
"40266,22907",33788,03.05.2017
"34059,92791",27272,04.05.2017
"35509,0896",29777,05.05.2017
"21385,72877",18873,06.05.2017
"7806,66789",7086,07.05.2017
"7502,227193",6958,08.05.2017
"5930,785475",5281,09.05.2017
"36509,03921",30392,10.05.2017
"34115,43374",27023,11.05.2017
"34434,34859",29475,12.05.2017
"24158,71019",22797,13.05.2017
"10315,32655",10137,14.05.2017
"51846,43542",52832,15.05.2017
"63534,76024",71910,16.05.2017
"82775,11232",98549,17.05.2017
"91724,73617",110693,18.05.2017
"89606,33072",108824,19.05.2017
"66026,65767",81203,20.05.2017
"20979,42169",24165,21.05.2017
"103126,0932",123488,22.05.2017
"94198,02703",111072,23.05.2017
"88588,31907",103246,24.05.2017
"75626,92036",85489,25.05.2017
"62393,38151",67299,26.05.2017
"41798,15443",45792,27.05.2017
"15349,85752",16539,28.05.2017
"68455,9387",74811,29.05.2017
"66484,52583",70878,30.05.2017
"63633,77134",62616,31.05.2017
"40918,41317",33046,01.06.2017
"29936,33642",23816,02.06.2017
"20909,13057",17496,03.06.2017
"9086,771378",8310,04.06.2017
"32154,01399",25555,05.06.2017
"32724,58282",27824,06.06.2017
"26205,58494",20437,07.06.2017
"26005,60078",21043,08.06.2017
"28644,69788",25694,09.06.2017
"22367,89762",20551,10.06.2017
"6091,925554",5500,11.06.2017
"7246,791931",6450,12.06.2017
"34569,46871",33502,13.06.2017
"38272,75537",40879,14.06.2017
"52693,33012",61947,15.06.2017
"67641,22551",85711,16.06.2017
"48640,83393",64310,17.06.2017
"17792,62666",21821,18.06.2017
"98691,03815",133789,19.06.2017
"89899,47077",117967,20.06.2017
"82542,1929",105625,21.06.2017
"83321,7892",107620,22.06.2017
"77174,50282",97625,23.06.2017
"55670,5589",71265,24.06.2017
"18119,75711",21627,25.06.2017
"71100,46616",84717,26.06.2017
"63667,94007",73603,27.06.2017
"62136,97837",70056,28.06.2017
"62229,5643",68359,29.06.2017
"71106,3213",71950,30.06.2017
"31883,37563",27977,01.07.2017
"12096,90597",11469,02.07.2017
"40939,85708",36729,03.07.2017
"35200,12015",29156,04.07.2017
"33148,22816",28551,05.07.2017
"31245,50233",26793,06.07.2017
"27812,76392",23520,07.07.2017
"17591,99776",15593,08.07.2017
"8184,047816",7511,09.07.2017
"30280,74093",26030,10.07.2017
"29063,80723",25953,11.07.2017
"25907,58786",24421,12.07.2017
"33959,74309",35287,13.07.2017
"42342,58326",50051,14.07.2017
"37917,55036",47841,15.07.2017
"14194,07891",16541,16.07.2017
"73978,31331",98975,17.07.2017
"72599,59037",98004,18.07.2017
"79053,84712",104909,19.07.2017
"80326,05146",104188,20.07.2017
"76302,9491",97884,21.07.2017
"48676,86094",63822,22.07.2017
"16732,09031",20448,23.07.2017
"85804,11364",113710,24.07.2017
"74464,30076",92178,25.07.2017
"59162,0086",69992,26.07.2017
"53896,83814",61504,27.07.2017
"54235,66789",60973,28.07.2017
"36487,21357",42173,29.07.2017
"13337,4665",15406,30.07.2017
"68366,96623",75461,31.07.2017
"37829,57548",34667,01.08.2017
"30402,46258",25886,02.08.2017
"27405,25956",25097,03.08.2017
"26946,6686",23972,04.08.2017
"21320,09527",21551,05.08.2017
"10311,72952",10496,06.08.2017
"29815,2589",26363,07.08.2017
"25401,28419",21886,08.08.2017
"22964,35043",19846,09.08.2017
"24875,69461",22314,10.08.2017
"26510,79538",24929,11.08.2017
"17866,61518",19020,12.08.2017
"8293,057982",8277,13.08.2017
"36538,126",41044,14.08.2017
"40083,81778",46142,15.08.2017
"51644,27871",65474,16.08.2017
"65281,32685",86850,17.08.2017
"74603,34968",101608,18.08.2017
"52690,33541",71794,19.08.2017
"20752,39749",26229,20.08.2017
"87311,72035",119511,21.08.2017
"78849,78745",104817,22.08.2017
"76642,3813",100200,23.08.2017
"62153,30323",79477,24.08.2017
"64135,14763",80918,25.08.2017
"42576,34359",52309,26.08.2017
"14362,94732",17012,27.08.2017
"66122,68008",81261,28.08.2017
"58048,15663",69613,29.08.2017
"57644,66919",65981,30.08.2017
"62679,68329",66418,31.08.2017
"34034,36452",28550,01.09.2017
"23873,41312",22788,02.09.2017
"11869,44667",10724,03.09.2017
"32770,29014",29256,04.09.2017
"35298,8487",31775,05.09.2017
"28423,55717",24490,06.09.2017
"25277,35698",21058,07.09.2017
"27704,68676",22749,08.09.2017
"19585,04506",17239,09.09.2017
"10210,57382",9250,10.09.2017
"28986,92572",25004,11.09.2017
"27509,98388",24965,12.09.2017
"29717,87744",28342,13.09.2017
"38630,3921",43348,14.09.2017
"51956,2166",63136,15.09.2017
"46679,53023",58255,16.09.2017
"17341,87592",20112,17.09.2017
"74353,96374",98496,18.09.2017
"86990,27525",114718,19.09.2017
"92467,07535",121340,20.09.2017
"83087,42207",107675,21.09.2017
"76511,85451",100039,22.09.2017
"57453,68309",74397,23.09.2017
"19146,46699",23536,24.09.2017
"76014,17397",95540,25.09.2017
"71422,57676",85391,26.09.2017
"60323,06084",75351,27.09.2017
"62190,70564",74095,28.09.2017
"68846,31805",78769,29.09.2017
"55319,55446",64314,30.09.2017
"17276,76739",15143,01.10.2017
"46274,40173",43312,02.10.2017
"40733,23973",36510,03.10.2017
"34221,83585",31027,04.10.2017
"30374,03995",24308,05.10.2017
"29052,72693",25215,06.10.2017
"21048,70657",18848,07.10.2017
"10605,96462",9362,08.10.2017
"30538,04595",25560,09.10.2017
"31045,48161",26227,10.10.2017
"28005,28405",22651,11.10.2017
"29536,20475",26603,12.10.2017
"31199,93375",30826,13.10.2017
"28749,96547",30132,14.10.2017
"13201,12966",12716,15.10.2017
"49247,08244",55464,16.10.2017
"57108,28047",71012,17.10.2017
"64163,21062",82298,18.10.2017
"74199,00248",97159,19.10.2017
"90490,04833",118700,20.10.2017
"71484,78417",96134,21.10.2017
"24888,55184",29849,22.10.2017
"106526,9336",139897,23.10.2017
"101356,0473",129904,24.10.2017
"94763,90255",114391,25.10.2017
"72157,63818",84701,26.10.2017
"66573,3714",77637,27.10.2017
"52894,61516",62001,28.10.2017
"19195,92936",21171,29.10.2017
"81519,82041",93119,30.10.2017
"71558,80299",77418,31.10.2017
"40601,48643",35230,01.11.2017
"32969,1688",28785,02.11.2017
"31565,99636",26752,03.11.2017
"11915,45432",11056,04.11.2017
"13094,94238",13130,05.11.2017
"19432,042",17284,06.11.2017
"36267,9424",28409,07.11.2017
"32666,34277",25137,08.11.2017
"30912,64339",24379,09.11.2017
"33382,75322",27608,10.11.2017
"26920,91201",22437,11.11.2017
"12389,26152",10231,12.11.2017
"38319,33049",33364,13.11.2017
"41219,18596",37873,14.11.2017
"50605,24286",50446,15.11.2017
"65516,80622",70507,16.11.2017
"82912,52286",96981,17.11.2017
"77350,33369",91752,18.11.2017
"28643,92354",30493,19.11.2017
"126972,5486",150355,20.11.2017
"116292,3865",136865,21.11.2017
"103862,954",123538,22.11.2017
"92078,49358",108957,23.11.2017
"92648,13818",106024,24.11.2017
"73526,28893",83449,25.11.2017
"24791,62661",25632,26.11.2017
"90618,72899",98951,27.11.2017
"79087,19819",84215,28.11.2017
"79364,49089",83181,29.11.2017
"82311,18488",84345,30.11.2017
"42806,23197",35195,01.12.2017
"30550,07851",27640,02.12.2017
"17448,48142",15661,03.12.2017
"39517,15425",31827,04.12.2017
"38524,85945",30304,05.12.2017
"34329,18101",26077,06.12.2017
"29447,14284",22175,07.12.2017
"29773,83889",22740,08.12.2017
"26124,6796",21125,09.12.2017
"13635,17323",11215,10.12.2017
"34753,22628",26111,11.12.2017
"36483,76106",27073,12.12.2017
"43089,31254",34407,13.12.2017
"44646,14358",38952,14.12.2017
"53220,09423",51792,15.12.2017
"52840,11001",53605,16.12.2017
"31534,19506",30192,17.12.2017
"103256,3474",114299,18.12.2017
"114006,6352",131594,19.12.2017
"131636,7407",151657,20.12.2017
"121528,3463",139514,21.12.2017
"121981,4086",140946,22.12.2017
"98496,85847",116122,23.12.2017
"45539,33502",48323,24.12.2017
"128886,5381",140102,25.12.2017
"102678,2789",103684,26.12.2017
"98312,40782",95382,27.12.2017
"93053,35238",87996,28.12.2017
"100143,3738",90573,29.12.2017
"70156,07496",63668,30.12.2017
"16966,08995",13929,31.12.2017
"4178,151879",3466,01.01.2018
"7643,755474",6353,02.01.2018
"8902,645582",8051,03.01.2018
"9607,745837",8467,04.01.2018
"11421,99375",11100,05.01.2018
"9359,684823",9018,06.01.2018
"1508,603195",1510,07.01.2018
"3605,617033",3323,08.01.2018
"47244,65848",37077,09.01.2018
"39875,83646",31521,10.01.2018
"35167,63914",27946,11.01.2018
"35011,73101",29937,12.01.2018
"28340,61649",26856,13.01.2018
"14266,08618",12894,14.01.2018
"56104,74073",56574,15.01.2018
"68838,78309",75571,16.01.2018
"85307,43664",99031,17.01.2018
"95193,02556",115175,18.01.2018
"102286,7066",124680,19.01.2018
"90332,74291",112855,20.01.2018
"31389,66749",34030,21.01.2018
"119791,1223",144357,22.01.2018
"108567,4635",130112,23.01.2018
"102120,4044",118727,24.01.2018
"88376,06245",97858,25.01.2018
"78022,69629",84057,26.01.2018
"56969,2521",64982,27.01.2018
"23990,20558",24227,28.01.2018
"82728,8374",87740,29.01.2018
"76551,48357",79234,30.01.2018
"73902,28408",71944,31.01.2018
"36857,92333",29941,01.02.2018
"31443,23529",25073,02.02.2018
"23917,46263",20672,03.02.2018
"13278,6094",11453,04.02.2018
"34034,30001",27640,05.02.2018
"33596,4444",26447,06.02.2018
"28228,84385",20409,07.02.2018
"28348,43999",21225,08.02.2018
"35076,81304",27067,09.02.2018
"26780,24689",22480,10.02.2018
"14484,43481",11184,11.02.2018
"36386,07445",27954,12.02.2018
"34873,23039",28888,13.02.2018
"38789,7583",36370,14.02.2018
"46499,25037",45590,15.02.2018
"51567,26799",51648,16.02.2018
"45960,68514",50492,17.02.2018
"14453,08869",14475,18.02.2018
"108354,0824",132450,19.02.2018
"125389,1069",152356,20.02.2018
"126623,5067",152928,21.02.2018
"132419,8178",160512,22.02.2018
"22681,2585",24921,23.02.2018
"75687,76443",92835,24.02.2018
"39467,78617",42276,25.02.2018
"149261,4321",169037,26.02.2018
"135499,4532",144529,27.02.2018
"134080,6327",137534,28.02.2018
"62637,09986",56485,01.03.2018
"48814,92483",42494,02.03.2018
"35823,14384",34561,03.03.2018
"19819,38182",18897,04.03.2018
"44892,57165",39845,05.03.2018
"37772,48108",30688,06.03.2018
"36354,73982",29836,07.03.2018
"9595,832326",7793,08.03.2018
"16331,58082",14005,09.03.2018
"17915,50623",15731,10.03.2018
"11719,7401",9176,11.03.2018
"39091,00836",31046,12.03.2018
"30799,34253",24562,13.03.2018
"32618,42535",27010,14.03.2018
"37973,4208",34482,15.03.2018
"39918,24258",38077,16.03.2018
"35631,7818",37186,17.03.2018
"17830,30379",17238,18.03.2018
"78888,1552",91141,19.03.2018
"111657,3238",137068,20.03.2018
"121474,2414",151030,21.03.2018
"122319,9712",153304,22.03.2018
"125912,7283",158656,23.03.2018
"103648,1456",130849,24.03.2018
"40777,60499",44917,25.03.2018
"112927,9626",133249,26.03.2018
"86561,52854",99844,27.03.2018
"75648,93408",85964,28.03.2018
"69109,91522",76110,29.03.2018
"74533,82975",80238,30.03.2018
"59524,79793",63971,31.03.2018
"18453,02165",15550,01.04.2018
"45122,99253",39373,02.04.2018
"37100,53045",31279,03.04.2018
"34613,70613",28264,04.04.2018
"33910,49638",28482,05.04.2018
"32543,48533",26148,06.04.2018
"23903,14039",20081,07.04.2018
"12728,24893",10440,08.04.2018
"38444,49218",30831,09.04.2018
"39742,0272",32728,10.04.2018
"35949,65789",28752,11.04.2018
"34669,89245",29650,12.04.2018
"37721,62219",35227,13.04.2018
"30550,90838",30606,14.04.2018
"16383,82529",15834,15.04.2018
"65651,71328",71436,16.04.2018
"71715,23954",84358,17.04.2018
"88321,66818",111026,18.04.2018
"99733,18803",127533,19.04.2018
"109959,8386",141579,20.04.2018
"78349,84485",99253,21.04.2018
"33593,09166",38741,22.04.2018
"121647,492",154677,23.04.2018
"110214,3926",135139,24.04.2018
"101657,6928",117704,25.04.2018
"92773,48351",99719,26.04.2018
"91528,19907",97921,27.04.2018
"92171,32786",98320,28.04.2018
"27114,00882",28251,29.04.2018
"40567,03297",42702,30.04.2018
"13317,73179",12590,01.05.2018
"16457,59107",18577,02.05.2018
"56471,72544",59219,03.05.2018
"41893,8294",40180,04.05.2018
"27804,33438",28782,05.05.2018
"11901,64156",10676,06.05.2018
"39143,05538",32086,07.05.2018
"40556,93324",33485,08.05.2018
"10276,36294",8753,09.05.2018
"38616,12029",32455,10.05.2018
"32847,2558",26157,11.05.2018
"19199,50939",17307,12.05.2018
"10172,08295",10909,13.05.2018
"35446,24472",36527,14.05.2018
"44784,13489",50829,15.05.2018
"50680,29429",58413,16.05.2018
"57333,71884",71358,17.05.2018
"69487,04862",95059,18.05.2018
"62244,49474",89944,19.05.2018
"31581,02278",49394,20.05.2018
"118184,8523",171848,21.05.2018
"114344,0916",163598,22.05.2018
"118826,2609",158077,23.05.2018
"108126,5969",142375,24.05.2018
"96387,93153",118631,25.05.2018
"54503,47189",67712,26.05.2018
"22357,72906",24827,27.05.2018
"88430,6014",105860,28.05.2018
"75857,75861",88848,29.05.2018
"75783,89906",84410,30.05.2018
"80499,17508",81144,31.05.2018
"43477,7239",37946,01.06.2018
"25619,18404",24201,02.06.2018
"13453,7872",12900,03.06.2018
"39181,13708",34722,04.06.2018
"37574,15232",32344,05.06.2018
"33794,9584",29474,06.06.2018
"31467,41012",26026,07.06.2018
"34739,90203",29323,08.06.2018
"37319,86484",33203,09.06.2018
"14981,92698",13979,10.06.2018
"14192,94692",13049,11.06.2018
"10688,26881",9627,12.06.2018
"40585,54812",35987,13.06.2018
"38059,09474",37252,14.06.2018
"44527,621",48911,15.06.2018
"31924,31918",37662,16.06.2018
"15347,83644",16796,17.06.2018
"70925,78913",94639,18.06.2018
"81235,05421",112129,19.06.2018
"105385,8988",148521,20.06.2018
"103293,1351",147586,21.06.2018
"98614,47394",142209,22.06.2018
"71545,0504",104696,23.06.2018
"27744,46616",35017,24.06.2018
"106442,7345",151102,25.06.2018
"83356,58133",109341,26.06.2018
"73253,56634",91794,27.06.2018
"72235,09887",86605,28.06.2018
"80151,07127",92810,29.06.2018
"62478,6565",74234,30.06.2018
"18347,92922",17483,01.07.2018
"46658,55482",45053,02.07.2018
"41064,60911",40474,03.07.2018
"35316,65413",32833,04.07.2018
"34295,74016",31731,05.07.2018
"31746,24359",28888,06.07.2018
"23048,17227",21951,07.07.2018
"10690,33859",10232,08.07.2018
"36828,00235",34029,09.07.2018
"37108,05443",33888,10.07.2018
"32298,36689",28010,11.07.2018
"29909,66773",28763,12.07.2018
"31611,30647",34192,13.07.2018
"22660,89043",26884,14.07.2018
"13025,779",14341,15.07.2018
"49874,92592",65726,16.07.2018
"55713,38698",78722,17.07.2018
"63257,97166",92640,18.07.2018
"70285,43442",105527,19.07.2018
"81407,46841",121511,20.07.2018
"52985,60204",79585,21.07.2018
"22984,31217",30366,22.07.2018
"97825,2943",151799,23.07.2018
"94194,70341",142758,24.07.2018
"84313,36908",122235,25.07.2018
"67980,17773",94835,26.07.2018
"62364,39159",84794,27.07.2018
"41311,99456",58157,28.07.2018
"17122,98526",21571,29.07.2018
"77628,45509",104726,30.07.2018
"71954,00182",91031,31.07.2018
"39515,35915",41643,01.08.2018
"32287,77139",32839,02.08.2018
"29229,56543",29554,03.08.2018
"20102,17729",21868,04.08.2018
"13580,89924",14631,05.08.2018
"34322,53011",34343,06.08.2018
"29601,87197",28249,07.08.2018
"28412,58969",25722,08.08.2018
"26445,36308",25246,09.08.2018
"26994,47168",27193,10.08.2018
"18833,63025",18693,11.08.2018
"10552,75945",10247,12.08.2018
"32365,07379",31762,13.08.2018
"39627,8543",39219,14.08.2018
"41535,856",44210,15.08.2018
"42159,45996",49606,16.08.2018
"48533,58978",61391,17.08.2018
"38974,52987",56690,18.08.2018
"19678,44574",24356,19.08.2018
"89396,12093",135827,20.08.2018
"89481,18021",138396,21.08.2018
"92066,92825",144810,22.08.2018
"86771,88081",133741,23.08.2018
"86752,57858",132721,24.08.2018
"60648,50015",91823,25.08.2018
"24356,91227",30017,26.08.2018
"87744,97254",122352,27.08.2018
"76620,81708",101016,28.08.2018
"65445,32013",83562,29.08.2018
"73365,72518",91985,30.08.2018
"74601,3948",87638,31.08.2018
"28066,70456",30059,01.09.2018
"14333,84536",14308,02.09.2018
"42742,32497",44070,03.09.2018
"36742,29427",36062,04.09.2018
"40269,49007",39519,05.09.2018
"33467,08462",31187,06.09.2018
"28072,26549",26226,07.09.2018
"19146,80937",18644,08.09.2018
"10146,24806",10112,09.09.2018
"37051,01786",34323,10.09.2018
"33284,90041",28595,11.09.2018
"31768,69869",27520,12.09.2018
"31344,45622",31375,13.09.2018
"41468,33538",44479,14.09.2018
"36098,07275",45656,15.09.2018
"18403,7785",20505,16.09.2018
"62442,44418",85081,17.09.2018
"77908,66719",110474,18.09.2018
"83613,86502",122001,19.09.2018
"102857,1548",148673,20.09.2018
"95708,9506",139469,21.09.2018
"65607,17176",98189,22.09.2018
"30945,36933",39207,23.09.2018
"114849,19",168481,24.09.2018
"100628,5733",136860,25.09.2018
"69419,3665",87879,26.09.2018
"71998,983",93821,27.09.2018
"79336,48915",100921,28.09.2018
"63247,27695",81327,29.09.2018
"36506,68482",41023,30.09.2018
"55188,23793",57818,01.10.2018
"39439,29789",39217,02.10.2018
"37833,77181",36346,03.10.2018
"32691,83917",30085,04.10.2018
"32151,24593",29494,05.10.2018
